Gitcoin Round Id,Gitcoin Grants #,Round Name,Gitcoin Project Id,Application Title,Matching Amount,# of Contributors,Contribution Amount
646,22,Youth In Need,0xf4203a8d94df878e2be2565c5229d8ec2ea183135d6e03ee493a985723583a73,Chuyen rau vui ve,777.19705280664061,19,49.549685561098158
646,22,Youth In Need,0x4dbde73c364c57618c56c53fd5e4696ef90ce9704a4ed121b7e4832eeb913d72,The Build to Become Club,186.17520646679685,18,25.330174203030765
646,22,Youth In Need,0x35f783e7e90f2a953a0db863bbfb5328723d6fb76620abdf6465dbe87f012269,Based Chicks for Eissa,34.613643988281254,23,174.24730821326375
646,22,Youth In Need,0x4105e0f2487632e118e89bcb6b3bc1e1d2c2d36e1cbcdf57c7fc90950d5e48c9,Prescott Circus’ 2024-2025 School and Community Youth Programs,1165.2093521757813,43,460.64000407233834
646,22,Youth In Need,0x83fa7a54fea9abf941e6c9aecb7b1994a20cf9ee89229f641b62ea1b26445d33,Ava's House Kids Shelter in Chiang Mai,2633.0343491894528,40,2750.9835240356624
643,22,Land Regenerators,0xab96038ddec21839138fbfedd04e209c9ee2acccb81e7d8c14f4069cc4afe2c1,Revitalization of Marine Ecosystems and Community Development through Regenerative Tourism in Tamarindo,1965.3469445312498,51,491.76796098891646
643,22,Land Regenerators,0xcca9037486595a4008824ab11079520a4a1c1a665687fe9954bb96f3aaa1246d,Rewilding for Ecovillages in Ukraine. Implementing climate solutions for resilient communities in the context of war.,2836.34616015625,107,1020.7628844104474
643,22,Land Regenerators,0xd897d6a4e31726711f9b8a45fc662ac44d10d7767603b1a4e210b04e89193858,Tamera Peace Research & Education Center,24994.038327343751,109,6035.2479581460357
643,22,Land Regenerators,0xe60ee4f016f62252d1678566685cd045ea5145765fcdbefb4355c117d1e411e2,NARA Climate,998.1699,45,221.23251294810325
643,22,Land Regenerators,0x4ccf8804d9f2133cc18a656f244efddc9a9ed4faec65caa82d646176bf964c1c,Rifai Sicilia,7202.7396109374995,66,783.20798048039433
643,22,Land Regenerators,0x54c2c0539050cca13309d10cef90fb2c0e0913c27fd57a9d1919c8c7bbab5341,The Learning Environment,4880.67489765625,119,1482.216096223332
643,22,Land Regenerators,0x8991371ae6879b44257ff36116d7332917450cf7535d75d07495a709e1287dbc,Barichara Regeneration Fund – Prototyping a Bioregional Regenerative Economy,24994.038327343751,139,2727.2729090284556
643,22,Land Regenerators,0x9fd67a948a8f0646c29047463cb38d601d145baa9024498062b00497833b9e52,Tierra Valiente (Brave Earth),13097.980628906249,63,1999.1609610337764
643,22,Land Regenerators,0xc04d42d24a654096462e2f26b7e7acbc58479b2adf0fbb3dffdcf4ed91753e52,Roots of Renewal: Sustainable Soil & Agriculture in Keur Ndiol Senegal,1312.29748671875,36,182.79417370632291
643,22,Land Regenerators,0xd7c0cc66728a3c201749b13ab71d40ff7e26ec76b24cf0704b983519dbb55279,South Rift Association of Land Owners,659.44798281250007,39,193.69418989479891
643,22,Land Regenerators,0xeabb12840e5b50adc4c47dc9d2d964175dce37167fc4106a54f65d3dead86f5c,Restoration of the Wetland Cocha Amalia in the Manu Biosphere Reserve,1795.78603203125,40,244.13302536759875
643,22,Land Regenerators,0xf8ea713a58dffbd4fbb666bc8d008da29a4b2eebceaf710bd0feb6c0eddc6bf1,Landia,1827.1787953125001,43,321.03380179591477
643,22,Land Regenerators,0x49bf8980ba8c3c294a7c32580b8e4774fc5ae88fba3a4ec5dfc5679cbe83d19c,HeartSeed Farm at Landwell,9077.107528125,45,568.59261870756745
643,22,Land Regenerators,0x56d401a413489925a919f1cdb2b09efd43cad29bd929158352f11ffe20c615c1,Shantigar,971.97593828125,35,160.97902360372245
643,22,Land Regenerators,0x57d52218721f672636a59e3df0d9a1524b7dd9747f46ac444226689f54c0c1dd,Kolektivo Curaçao,24994.038327343751,80,3062.3071831054986
643,22,Land Regenerators,0x8222591a1c0d3d1a995b284a6fbea04e86cf79b230479cd8b1b02ca1ecdd709b,Bees and Trees Uganda,2930.72440390625,57,387.65673428494483
643,22,Land Regenerators,0x06601b43c436454e71cd93172b5af99079da9d0131d5d93ec92f8f38f64ab4da,GainForest,1959.54828125,72,787.66164672747254
643,22,Land Regenerators,0x1c69bc5829750227aef0a11303218f38b5cc2840041259a5fb0b8c15fe0c403c,Grassroots Economics,18996.220955468751,178,2481.8185841245577
643,22,Land Regenerators,0x2ac66b6ed8945abf61418efc9fc160738b0211255e643f41b58e036b36cda74e,Seeds of Change: Empowering Communities through Reforestation in Azuero,1429.270521875,50,243.13020888995379
643,22,Land Regenerators,0xbe950bccca88063c7424e41b437f98afabe3b714596991754977e25b7f4a7c5e,Silvi at Kakamega Forest,9744.3537132812489,111,1331.0179022969678
643,22,Land Regenerators,0x03d76a6578b0c5f7bc93c2c8cdd9171160a5b2dd4c25a818a3b36d3e63fff334,Origins.coop: Solidarity Economies in Service to Life,1600.0311578125002,42,250.20433796316502
643,22,Land Regenerators,0x21562afd1babee1cc56742a1672e3022533d2fa5cf5331119fa083635af3414f,Nalubaaga Valley Community: Returning Impala in Kampala,125.1711453125,25,210.5521442303434
643,22,Land Regenerators,0x22104344ca642f47895d03a161740b9de97f326a70544febc415242dca6bcbb6,Ama Earth Group - Ecosystem Regeneration Platform 🛖,961.97824296875,39,146.29609313327819
643,22,Land Regenerators,0x332d2dd024668d534e7e2c84a5ae62733fea4317910a9155128f2459136c52bf,Redemption Hill,1755.1953890624998,65,436.51794047560543
643,22,Land Regenerators,0x842d5f3b992cd061145b2257e2363a40929dc8e84178fbb1581446dd67703f09,CHATEAU DU FEŸ - The Regen House,24994.038327343751,91,2719.2886448223144
643,22,Land Regenerators,0x9da6cd1581bb8e263c558fbfa876eb12bf1391e6535c7fa175a45ebd614d249b,Agrarian Trust: Rebuilding the Commons,2189.69522734375,31,776.6141319712624
643,22,Land Regenerators,0x4641d11c2788b1336ba77463c486a965e6d41920497f06b0a9fe35875a18b10f,Lake Hāwea Station,278.53579140625,27,97.017285807058215
643,22,Land Regenerators,0x4dcebba7be9ee6c0faa15fae4a00e33934bde5cae2515769bd2e0a90b08dc2d9,"Ayowecca Uganda: Training rural farmers & indigenous communities on regenerative agriculture, providing women & girls with new skills for economic empowerment, and planting fruit trees in schools, health centers & churches.",4042.2681687500003,55,748.37247281242162
643,22,Land Regenerators,0x0d7a4be78e753256539dfb609104f7607621373baedc0cc5de3c2d7e8116b800,Organic Technology Extension and Promotion of Initiative Centre (OTEPIC),2878.33648046875,36,375.99922966491431
643,22,Land Regenerators,0x8204ba744b1e6fd145cb6e9f9048117902e3e35d5be9325280538dd1ac3638f6,Urban House Farms,4457.7723859375,57,1000.1145672383718
642,22,ENS Ecosystem,0xcbb363783fddd273e8a74b9d05e9a96499c2c9cc83d1871fc5e52aa876d49316,ethers.js,3710.6918984374997,61,116.84218621905893
642,22,ENS Ecosystem,0xcc28f92ff050c17f27dfa6fdd744d2769f2930e95fd1cd3bc02dcc4940afafc7,Brianknowsai,2159.6226848906249,72,1510.8130072318017
642,22,ENS Ecosystem,0xd6334c5ea598b4335bbc74e8137bec7bf4ff2cd5237a86f24b71190e8a0bee1d,FILMFUND.ETH,236.224046515625,25,154.15531439718325
642,22,ENS Ecosystem,0xdaf7588714a0008d7ee1fe317a87c80a6f64cb8881c016a1d87bc704eb3b115f,eth.limo,4620.02145271875,87,283.92892427183688
642,22,ENS Ecosystem,0xde89deb7c913c18bce5d3abe054482245ba7079b2232b2a98fedebb6677ed2ce,Engagement.Vision,95.007715210937491,22,30.298258349299431
642,22,ENS Ecosystem,0xfbdf0059d795e71cbe29ff8ae00469c9b26ed7293ff47d753fe246185223cb03,Fluidkey,5182.36630796875,162,657.49231914617121
642,22,ENS Ecosystem,0x433f3d13927533e99c1b0f7a67ddb3f6c4ca347530f1df32230f592d31663dd2,Zenbit Badges,2.940548296875,32,323.94965385552496
642,22,ENS Ecosystem,0x5ea85fe928dde57ff7c29a10a86134ccd85f541da2626809b162524622a16a7e,ENS Data,2327.8640553046876,47,72.169444412924349
642,22,ENS Ecosystem,0x6990dec9fbeac77f80378edd8e194687fcf2160a8e0790e0bc4122d688f3c5f4,Web3Domains.com,808.58076858593756,33,40.35597107000649
642,22,ENS Ecosystem,0x93bb9f3af81e3d09a21b9842dc3b34f37724a6023e4071560a134826835c50f9,Web3.bio,1446.5397228984375,68,707.42993637453765
642,22,ENS Ecosystem,0x9aba986e5a1628f7cad35a182c7b0e51011dd92219abbf990dba0e75773fb47d,Blockscout Open-Source Block Explorer,2243.2882852421876,1414,2325.9011261741925
642,22,ENS Ecosystem,0xa69971a1d0e5b72ec73d6504b6a67ed620f837dd10ec9aaeda1d5847d29cf272,WebHash,3118.1014035625,38,249.96959002595395
642,22,ENS Ecosystem,0xeb0cb41a127cf09b1ec440c88baa618e63bcd9361331162b46118dcf738f8076,ENS - ZKsync L2 Resolution by Clave,2278.2948125859375,168,372.71243745787069
642,22,ENS Ecosystem,0x31f8a890bdbfb5f1cb78b1c7d482071d06dd4bcc876b35d19652c9bdf2ea6265,Unlock Labs Apps,438.35173539843748,36,65.231923646293581
642,22,ENS Ecosystem,0xcb7b646968f41874279dba18e364c4b3a76c23fb5adff74bd99f0ebcf5368adc,Renew ENS farcaster frame,226.35220580468751,34,92.126589077524841
642,22,ENS Ecosystem,0xd6ce11daba43daa4e26082b6a2fd57bb2562ec1c90956ad88eb83f308ac47dda,Hedgey,3335.4219253125,118,343.56944602448493
642,22,ENS Ecosystem,0xd77bec3500a1b3e54ead391aeaad9a664f92643beaa8a50d4302bd67ef7949cf,Plebbit,223.621696671875,26,132.82958006393164
642,22,ENS Ecosystem,0xf1082b71aa913e5749b81b0c1f9c0be7fc94b60c1d34a9d668575a0b141e59e6,blocksmith.js,4529.424559953125,29,255.7179046469264
642,22,ENS Ecosystem,0xf838a4863313dcc01882dd8dc1791becd561789115429a2f548bb5caa61be20f,NebulaID,67.2125325,33,52.409424348734319
642,22,ENS Ecosystem,0x033cd0b083f2c87fc51492f1a8e323a67cf6dea4a29534f1ab65f06f35b41c26,Persona,1517.8130125703126,55,124.58367679361254
642,22,ENS Ecosystem,0x4d7102735c03d2bf7016523cfe39a977dc44f6162d94fcf1b3dcb3de7b540244,EVM Explorer: ENS,164.39065240624998,50,359.85224243812263
642,22,ENS Ecosystem,0x94a3569995bd09c8073e035bed3834971c1c5a85971348ab863bf45a62764c50,Planetable,1852.7554661953125,22,61.089757815003395
642,22,ENS Ecosystem,0xaa493b613108571145821c77d2487b734419fde47c45775989a471c3d4eb2927,Namespace - ENS Subname Sorcery,4201.3433856875,81,288.83434320893139
642,22,ENS Ecosystem,0xfccd0395874a361b116f8de18145f65e5269f65d6970d663e1f3a3dc486609a9,Rescue.name,139.60603104687502,18,27.2974990690127
642,22,ENS Ecosystem,0x28abadcfc1b699a08a998341120adaca679155b8ac0b579bf275531d74e3f7b9,ETH Daily,2267.302763,44,79.634483178146183
642,22,ENS Ecosystem,0x39cbbc2cd73282ce25831d9f98d2ec277ace75a4750945930a7a349819dcc6c5,Dhive,824.75378421875007,40,55.478073200210929
642,22,ENS Ecosystem,0x4f7082e1303f23d0b33ae714335707d34e78c71995eeb6628c17794fa3efd30c,Wildcards Protocol,159.489738578125,16,13.341255047358572
642,22,ENS Ecosystem,0x90bdfa3bb1531e48941a7fcac56709909b7d3142264f2c49c7783638d8b1f3af,Eppie: the web3-native email,212.2795818125,19,16.7403137460351
642,22,ENS Ecosystem,0x32904b351f232304f2e7816aca7d7a355f58beed975b6a2d3f09fece0847d20f,eth.cd: decentralised interaction with decentralized identities (ENS).,4404.5212703906245,51,271.39281718246639
642,22,ENS Ecosystem,0x5835509c2f77616d4742b2bb87ff82a4998d8519158015ac23df762154493185,Show Up Protocol,323.67035182031253,20,12.83187382100089
642,22,ENS Ecosystem,0x0b99649c9e7950827a0802fd5930ccdec2cdad5b8954f0178920dc25091995e7,Unruggable,3497.6421730234374,68,232.71750323101878
642,22,ENS Ecosystem,0x29ad9960f571f57cd741c47f1371dd036a57ecdeabac6f9cc018e0372d4f0a2f,Ethereum Subdomain Factory,2538.11325853125,28,236.58881546929479
642,22,ENS Ecosystem,0xa40bea19733bd9fad64d6c9807497041f379c12d93af17a6283e2761e20917ad,Bankless Academy,678.91659130468759,46,54.852768691256642
642,22,ENS Ecosystem,0x549fbaa0732edba9e3733a20281d2591c7090598aa323117800675c4a1c81498,Faster API for resolving ENS names and avatars for web3 projects,1451.3706236718749,30,43.131681928294711
642,22,ENS Ecosystem,0x1887e83ef45a249378281ffcddcf692ec0d29e177a4391f398db7e6ff6c5af6b,dm3 protocol - we make web3 messaging a public good.,319.399555484375,25,20.603771194815636
642,22,ENS Ecosystem,0x25f4b3a0ac5d08bd1c84b8bfa95b4cc329695d3206b0c436bf730a4b424b30c2,GitcoinDonorData,375.83007756250004,35,49.053279716987163
642,22,ENS Ecosystem,0xca5797a71ca6f849ba9c366972d47c01061949d5cdf7fa61e20a229e035d877b,rotki,3078.2639754453126,64,109.97018475085497
642,22,ENS Ecosystem,0x11ad5b43ed18ff7a1f2d06140e6c664c79e74c99815c71381ffc96ff8fb7f37e,Glo Dollar,1397.3205454531251,21,33.189096896807314
642,22,ENS Ecosystem,0x1dc7e30aee00d956bee67832c9b291729969effb66395f030747c246ac2e4a88,ENS Road Around Brazil – by blockful,1277.9482872109375,31,166.56752631440759
642,22,ENS Ecosystem,0x19b8fdb6bdea6cdb71a19f43c0ec0962ec08b563c57f4c2307d0b954123dd67e,Kiwi News,1493.098404265625,29,45.468394201248884
642,22,ENS Ecosystem,0x813701762a90688a047a16dd088edae9a2387e0ed4c3732b0d76783530a6cc53,JustaName,67.072506390625,19,11.097605127841234
642,22,ENS Ecosystem,0xc58301096e11db709751beaacd227bc035ecbbcd23ba93e4d0af9c63646c0738,Heavens Tools,718.68400636718752,18,20.997744959779084
641,22,Growing the Public Gardens,0xa7b8948d5c8b8d2cd502cd9c8638dda011ecfbfc10abe0df58a504e4802f5d6d,Passport XYZ (formerly Gitcoin Passport),1170.6362635429687,164,287.93049096356845
641,22,Growing the Public Gardens,0xae67ff3dd6f8af650728074f67a21343399c27ede1d391fb1860df8aaffd97c2,Greenpill Kenya Gardens V2,358.84986420507812,36,117.9907442645781
641,22,Growing the Public Gardens,0xd3808f52c5f0b088cfb4d0d5509ad0946021b7a05eecb46b7cc64675a0c0d87d,Mars College,441.56210186914063,33,100.85149817517959
641,22,Growing the Public Gardens,0xdce9247fb94e7db0ec152d6c7e6db5db7ba3d8bcfc0874694ac3c41a86c48a27,Public Nouns Operations,1435.7896088847656,46,60.619361286750063
641,22,Growing the Public Gardens,0x9522fa9c7c1aad58a692092f5220ef379bafdf09b72ddffcaf063e800902347c,Holon Lab,45.9779202109375,23,34.533569608815014
641,22,Growing the Public Gardens,0xe3c5497e3073669d3788a015ce9e89fd2ba14028af892c613b7dad8e742d7b46,1Hive Gardens,4501.75458984375,66,163.90090012247674
641,22,Growing the Public Gardens,0xf95e12fcd7d8e794e51a8c3e78a553a76a22eb776e821defb7d056d262df5347,Crypto Commons Association,773.01128647070311,26,55.871736544184387
641,22,Growing the Public Gardens,0xfed13b482b90435f0fb2d886a97757a7a1c4f9a4f6e4cd2d10298669054c1f08,GreenPill India Chapter,747.95151925390621,62,79.526803906774148
641,22,Growing the Public Gardens,0x0d4f2dde3e97f9d331e7043b02e990fefb640d7e4485723f45d0d0980b9db0e0,1Hive 🐝,588.85951204882815,47,98.084132393589243
641,22,Growing the Public Gardens,0xa7955756c527b07db326305f4754ce2fc97b2231b64ffcffb6add6c0cfa7eb63,GG21 DeSci Round Operators & Stewards,772.29100573632809,31,33.4649714709376
641,22,Growing the Public Gardens,0xf248e1f4b9930b1908002a7cf90ff8a294a8d2ccc2372a8dd48062e6d43e7219,$EARTH,3499.0637841992188,74,244.96491964696907
641,22,Growing the Public Gardens,0x73e339b7cfb75775d6ba550e94d3877d4cba9938cd5a1e0217ff6ab7394977bd,ReFi DAO Local Node Network,977.96116709765613,43,132.21637589210877
641,22,Growing the Public Gardens,0xa49a05812014de4fe8b6612d519817b2571ec788ee2e13f6d7f43b770a6559f9,DeSci LATAM,263.4726902949219,37,215.5175563255325
641,22,Growing the Public Gardens,0xf42c345d1a3ae64d5953ebf95fe1f294509df92cd4be45675db90febb70ad8f2,Token Engineering Commons,4356.73806865625,54,260.60591400763951
641,22,Growing the Public Gardens,0xd47fd963eb454ac90ed0002e216ed40903e8c50a34e4829e68a6c9361de19ba6,GreenPill Brasil,2359.1895103535157,66,327.3010244385805
641,22,Growing the Public Gardens,0xe580fae15fc5319c502b249663655c248bf998e6a26ca993d11465ea2d9e9c22,GreenPill Nigeria: Impact=Profit,829.46328902734376,31,124.28039695764892
641,22,Growing the Public Gardens,0x611f1323118db9846b22e4e29d4706eae6bb84289c4746aff689c91d3d66f6c8,BrightID 🔆 Universal Proof of Uniqueness,674.72297792578115,84,134.55639962269925
641,22,Growing the Public Gardens,0x7e2f8282fb470955338fe9e0545ad1fa935164e6409d09eb52bee74bb4532b82,Ethereal Forest,947.3492358867187,23,568.31843570139154
641,22,Growing the Public Gardens,0x0437032e14a7f0f8cb9f90f0f9a02d0038c40e009ccd00b46681b3dbd57922db,Beez Faucet,122.83787690820313,36,164.21151847275905
641,22,Growing the Public Gardens,0x1e5a87139d4cdc8b55407a0fd80318dcbe7b3d43dacda24e4a5beb687a045743,A Natureza das Coisas,284.9310538398438,31,21.238615946378559
641,22,Growing the Public Gardens,0x37c5574cdd1b1fb2d3157e73c192bb6d31f5c14fbd9e88a759cfa9ef587adad6,Proof of Vibes,318.9943302363281,25,19.248860385967419
641,22,Growing the Public Gardens,0x7462a2b32ff49bd27d9e72fa8f5f96a4613ce16890004ed9d49ebf71637de819,Zuzalu City (ZuSoftware),223.85724990429688,15,17.429089269600809
641,22,Growing the Public Gardens,0x8bb3d75e78d32c5f85e3b1898a09be5bddfe462c184a677a0c986c566e7ad028,HyperDeSci 🧠🔬📖,446.93419567968755,30,20.130080461269245
641,22,Growing the Public Gardens,0x13d905b85e4af8c8f7d0d1270fe631b0440ec9ab7cfe0c37bd45be902a86d2bc,Treegens🌳,2934.3036650546874,87,189.50913175451569
641,22,Growing the Public Gardens,0x2c5b8e4b1f54a179fee93a010b917105cecf9bb378bd73f0005053608ed96e4c,Public Optimism,120.82709319140625,39,110.69110784470104
641,22,Growing the Public Gardens,0x3efa023c78e703ae42196026c25a72463124c50c00ddd1fba6af56cddeb44708,Convex Funding(ex-Gitcoin🤖 reviewers),408.1590828125,34,132.18830399960279
641,22,Growing the Public Gardens,0x163a0361d46769a7d676c5f9bd4782dcd7d2263eb9d02077f4f484ee4deeffdf,NFBeez,151.43902440234376,20,11.719780013663694
